Data,Open,High,Low,Close,Volume,OI
2016-05-17 00:00:00,3.20,3.24,3.00,3.00,1035214,552
2016-05-18 00:00:00,3.00,3.04,2.84,2.84,1519315,2869
2016-05-19 00:00:00,2.88,3.00,2.68,2.92,1910854,2659
2016-05-20 00:00:00,2.92,3.04,2.88,3.04,1515186,1441
2016-05-23 00:00:00,2.92,3.00,2.88,2.92,668748,769
2016-05-24 00:00:00,2.92,3.00,2.88,3.00,998580,604
2016-05-25 00:00:00,3.04,3.20,3.00,3.16,1229044,547
2016-05-27 00:00:00,3.20,3.24,3.08,3.16,1705088,3336
2016-05-30 00:00:00,3.16,3.24,3.08,3.20,1126924,1353
2016-05-31 00:00:00,3.16,3.36,3.12,3.32,1908227,2596
2016-06-01 00:00:00,3.32,3.44,3.28,3.40,1003610,4617
2016-06-02 00:00:00,3.44,3.48,3.28,3.48,1511332,2312
2016-06-03 00:00:00,3.48,3.64,3.40,3.64,872312,1158
2016-06-06 00:00:00,3.60,3.68,3.40,3.56,1426528,2608
2016-06-07 00:00:00,3.56,3.64,3.44,3.48,2521198,3086
2016-06-08 00:00:00,3.48,3.80,3.48,3.68,1117841,2086
2016-06-09 00:00:00,3.68,3.76,3.52,3.52,651156,849
2016-06-10 00:00:00,3.52,3.59,3.36,3.41,640897,439
2016-06-13 00:00:00,3.41,3.50,3.30,3.39,512377,902
2016-06-14 00:00:00,3.32,3.43,3.25,3.42,631988,689
2016-06-15 00:00:00,3.40,3.50,3.31,3.36,433103,485
2016-06-16 00:00:00,3.35,3.40,3.31,3.36,261343,283
2016-06-17 00:00:00,3.38,3.47,3.37,3.44,318196,325
2016-06-20 00:00:00,3.45,3.65,3.44,3.65,674728,1430
2016-06-21 00:00:00,3.66,3.67,3.53,3.59,332410,615
2016-06-22 00:00:00,3.59,3.69,3.55,3.58,379353,733
2016-06-23 00:00:00,3.59,3.70,3.59,3.67,994626,401
2016-06-24 00:00:00,3.51,3.77,3.51,3.76,848190,1768
2016-06-27 00:00:00,3.79,3.84,3.61,3.71,937200,873
2016-06-28 00:00:00,3.81,3.81,3.65,3.80,412700,734
2016-06-29 00:00:00,3.86,3.97,3.81,3.85,644500,1109
2016-06-30 00:00:00,3.92,3.92,3.81,3.92,1358300,2484
2016-07-01 00:00:00,3.88,3.94,3.82,3.85,535200,1015
2016-07-04 00:00:00,3.87,4.03,3.87,4.01,360300,424
2016-07-05 00:00:00,4.00,4.05,3.90,3.96,606000,314
2016-07-06 00:00:00,3.98,4.05,3.92,4.02,606600,571
2016-07-07 00:00:00,4.05,4.14,4.02,4.08,501400,469
2016-07-08 00:00:00,4.03,4.29,4.03,4.29,541500,647
2016-07-11 00:00:00,4.30,4.42,4.28,4.36,817700,1409
2016-07-12 00:00:00,4.46,4.46,4.20,4.34,385300,508
2016-07-13 00:00:00,4.42,4.42,4.00,4.15,1143000,1361
2016-07-14 00:00:00,4.24,4.25,4.10,4.15,446000,1000
2016-07-15 00:00:00,4.15,4.29,4.11,4.21,428400,1117
2016-07-18 00:00:00,4.23,4.44,4.18,4.38,552900,983
2016-07-19 00:00:00,4.40,4.55,4.33,4.50,745300,1382
2016-07-20 00:00:00,4.55,4.60,4.34,4.36,641000,1014
2016-07-21 00:00:00,4.40,4.49,4.21,4.36,388700,1034
2016-07-22 00:00:00,4.37,4.47,4.37,4.41,364400,1174
2016-07-25 00:00:00,4.45,4.49,4.30,4.37,706900,1265
2016-07-26 00:00:00,4.43,4.45,4.36,4.36,360800,530
2016-07-27 00:00:00,4.38,4.57,4.37,4.49,638800,1053
2016-07-28 00:00:00,4.49,4.59,4.41,4.57,270400,845
2016-07-29 00:00:00,4.60,4.61,4.48,4.56,260200,1009
2016-08-01 00:00:00,4.56,4.66,4.54,4.59,260700,689
2016-08-02 00:00:00,4.59,4.59,4.43,4.54,336800,339
2016-08-03 00:00:00,4.54,4.69,4.46,4.69,366300,742
2016-08-04 00:00:00,4.75,4.80,4.63,4.68,359500,634
2016-08-05 00:00:00,4.65,4.75,4.65,4.74,382200,318
2016-08-08 00:00:00,4.71,4.78,4.51,4.55,637500,372
2016-08-09 00:00:00,4.52,4.61,4.51,4.56,155000,632
2016-08-10 00:00:00,4.64,4.64,4.36,4.47,192600,360
2016-08-11 00:00:00,4.50,4.94,4.42,4.84,1078600,1352
2016-08-12 00:00:00,4.89,4.90,4.69,4.75,508000,869
2016-08-15 00:00:00,4.71,4.85,4.70,4.74,192200,974
2016-08-16 00:00:00,4.74,4.80,4.67,4.74,142000,257
2016-08-17 00:00:00,4.74,4.83,4.65,4.80,321900,437
